No.,建屋,階,部屋名,部署,"分電盤
775.0,3-3,4.0,機械室(施錠),,16,工具電灯関係,,,,200,3.0,600,主幹？,25,,1.0,3.0,KM-NCT-600A,5200.0,2.0,10400.0,,,,
205.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,開発,,恒温ﾌﾞｰｽ用動力盤,M33-1J-1(1）,あり,MCCB01,200,3.0,150,3φ3W 210V(主幹),15,,,3.0,,,,,,,,
206.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,開発,,恒温ﾌﾞｰｽ用動力盤,M33-1J-1(1）,あり,CP01,200,1.0,3,WHM電源,3,,,2.0,,,,,,,,
207.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,開発,,恒温ﾌﾞｰｽ用動力盤,M33-1J-1(1）,あり,3,200,3.0,40,恒温ﾌﾞｰｽ,5,,,3.0,,,,,,,,
208.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,開発,,恒温ﾌﾞｰｽ用動力盤,M33-1J-1(1）,あり,5,200,3.0,50,ﾁﾗｰ,9.5,,,3.0,,,,,,,,
209.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,開発,,恒温ﾌﾞｰｽ用動力盤,M33-1J-1(1）,あり,7,200,1.0,10,自動消火装置,3.2,,,2.0,,,,,,,,
210.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,開発,,恒温ﾌﾞｰｽ用動力盤,M33-1J-1(1）,あり,2,200,3.0,75,UVN-450D,9.5,,,3.0,,,,,,,,
211.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,開発,,恒温ﾌﾞｰｽ用動力盤,M33-1J-1(1）,あり,4,200,3.0,60,なし,なし,OFF,,3.0,,,,,,,,
212.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,開発,,恒温ﾌﾞｰｽ用動力盤,M33-1J-1(1）,あり,8,200,1.0,10,ｴｱﾄﾞﾗｲﾔｰ,3.2,,,2.0,,,,,,,,
980.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,31,手元開閉盤,,なし,,200,3.0,50,未使用,なし,,,3.0,,,,,,,,
535.0,3-3,2.0,CBN加工室,CBN,9~13,洗浄機盤,M33-2F,なし,,200,3.0,200,洗浄機,15,,,3.0,,,,,,,,
536.0,3-3,2.0,CBN加工室,CBN,9~13,洗浄機盤,M33-2F,なし,,200,3.0,20,動力ｺﾝｾﾝﾄ1,4,,,3.0,,,,,,,,
537.0,3-3,2.0,CBN加工室,CBN,9~13,洗浄機盤,M33-2F,なし,,200,3.0,20,動力ｺﾝｾﾝﾄ2,4,,,3.0,,,,,,,,
538.0,3-3,2.0,CBN加工室,CBN,9~13,洗浄機盤,M33-2F,なし,,200,3.0,20,動力ｺﾝｾﾝﾄ3,4,,,3.0,,,,,,,,
539.0,3-3,2.0,CBN加工室,CBN,9~13,洗浄機盤,M33-2F,なし,,200,3.0,20,動力ｺﾝｾﾝﾄ4,4,,,3.0,,,,,,,,
106.0,3-3,1.0,ﾎﾙﾀﾞ回転加工室,ﾎﾙﾀﾞ,,電源盤,M33-1H（左）,あり,,200,3.0,225,5軸M/C(NVX1号機),16,,,3.0,,,,,,,,
107.0,3-3,1.0,ﾎﾙﾀﾞ回転加工室,ﾎﾙﾀﾞ,,電源盤,M33-1H（左）,あり,2,200,3.0,30,ﾛﾎﾞｯﾄ電源,6,,,3.0,,,,,,,,
108.0,3-3,1.0,ﾎﾙﾀﾞ回転加工室,ﾎﾙﾀﾞ,,電源盤,M33-1H（左）,あり,CPMM01,200,3.0,3,ﾏﾙﾁﾒｰﾀｰ電源,2.8,,,3.0,,,,,,,,
109.0,3-3,1.0,ﾎﾙﾀﾞ回転加工室,ﾎﾙﾀﾞ,,電源盤,M33-1H（左）,あり,CP01,200,1.0,3,表示灯電源,2.8,,,2.0,,,,,,,,
981.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,,100/200,1.0,200,主幹,25,単相3線式､手が入らず測定不可,1.0,2.0,KM-NCT-400A,5200.0,1.0,5200.0,,,,
982.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,201,200,1.0,20,S-1東電灯,4.5,,,2.0,,,,,,,,
983.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,202,200,1.0,20,S-1西電灯,4.5,,,2.0,,,,,,,,
984.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,203,200,1.0,20,S-5南電灯,4.5,,,2.0,,,,,,,,
985.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,204,200,1.0,20,S-5中電灯,4.5,,,2.0,,,,,,,,
986.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,205,200,1.0,20,S-5北電灯,4.5,,,2.0,,,,,,,,
987.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,206,200,1.0,20,S-1北電灯,3.5,,,2.0,,,,,,,,
988.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,207,200,1.0,20,S-6前室内玄関電灯,3.5,,,2.0,,,,,,,,
989.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,208,200,1.0,20,ﾗｲﾝ下照明南,3.5,,,2.0,,,,,,,,
990.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,209,100,1.0,20,西側4箇所目,3.5,,,2.0,,,,,,,,
991.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,210,100,1.0,20,C通ｺﾝｾﾝﾄ16-17通間西側2か所,3.5,,,2.0,,,,,,,,
992.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,211,200,1.0,20,予備,4.5,,,2.0,,,,,,,,
993.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,212,200,1.0,20,S-4西電灯,3.5,,,2.0,,,,,,,,
994.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,213,200,1.0,20,S-4東電灯 LED CR電灯,3.5,,,2.0,,,,,,,,
995.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,214,200,1.0,20,"S-2,3電灯 LED CR電灯",3.5,,,2.0,,,,,,,,
996.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,215,200,1.0,20,記載なし,3.5,,,2.0,,,,,,,,
997.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,216,200,1.0,20,非常灯充電用,3.5,,,2.0,,,,,,,,
998.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,217,100,1.0,20,南壁ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
999.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,218,200,1.0,20,ﾗｲﾝ下照明北側,3.5,,,2.0,,,,,,,,
1000.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,219,100,1.0,20,西より8ヶ所目,3.5,,,2.0,,,,,,,,
1001.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,220,100,1.0,20,C通ｺﾝｾﾝﾄ16-17通間西より6ヶ所目,3.5,,,2.0,,,,,,,,
1002.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,151,100,1.0,20,ｲﾝﾀｰﾎﾝ電源,3.5,,,2.0,,,,,,,,
1003.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,152,100,1.0,20,"S-6,5差込み",3.5,,,2.0,,,,,,,,
1004.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,153,100,1.0,20,S-4差込み,3.5,,,2.0,,,,,,,,
1005.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,154,100,1.0,20,S-3更衣室差込み,3.5,,,2.0,,,,,,,,
1006.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,155,100,1.0,20,"S-1,2差込み",3.5,,,2.0,,,,,,,,
1007.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,156,100,1.0,20,S-1南差込み,3.5,,,2.0,,,,,,,,
1008.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,157,100,1.0,20,女子更衣室FFU電灯,3.5,,,2.0,,,,,,,,
1009.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,158,100,1.0,20,男子更衣室FFU電灯,3.5,,,2.0,,,,,,,,
1010.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,159,100,1.0,20,南壁ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
1011.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,160,100,1.0,20,ｺﾝﾋﾟｭｰﾀｰ電源,3.5,,,2.0,,,,,,,,
1012.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,101,100,1.0,20,誘導灯,3.5,,,2.0,,,,,,,,
1013.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,102,100,1.0,20,ﾗｲﾝ用ｺﾝｾﾝﾄ①,3.5,,,2.0,,,,,,,,
1014.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,103,100,1.0,20,ﾗｲﾝ用ｺﾝｾﾝﾄ③,3.5,,,2.0,,,,,,,,
1015.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,104,100,1.0,20,ﾗｲﾝ用ｺﾝｾﾝﾄ②,3.5,,,2.0,,,,,,,,
1016.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,105,100,1.0,20,ﾗｲﾝ用ｺﾝｾﾝﾄ④,3.5,,,2.0,,,,,,,,
1017.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,32,電灯盤L-2,,なし,106,100,1.0,20,ﾘﾓｺﾝ操作,3.5,,,2.0,,,,,,,,
1041.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,,なし,ML-B,100/200,1.0,200,主幹,20,単相3線式､手が入らず測定不可,1.0,2.0,KM-NCT-225A,3900.0,1.0,3900.0,,,,
1042.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-B,なし,101,100,1.0,30,大型ｼﾐｭﾚｰﾀｰ100V,4,,,2.0,,,,,,,,
1043.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-B,なし,102,100,1.0,30,ﾗﾐﾈｰﾀｰ100V,4,,,2.0,,,,,,,,
1044.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-B,なし,103,100,1.0,30,測定機#2 100Vｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
1045.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-B,なし,104,100,1.0,30,銅箔ｶｯﾄﾃｰﾌﾞﾙ100V,4,,,2.0,,,,,,,,
1046.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-B,なし,105,100,1.0,30,天井換気扇3台,3.5,,,2.0,,,,,,,,
1047.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-B,なし,106,100,1.0,30,廊下非常灯,3.5,,,2.0,,,,,,,,
1048.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-B,なし,107,100,1.0,30,樹脂投入機,なし,,,2.0,,,,,,,,
1049.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-B,なし,108,100,1.0,30,純水装置ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
1050.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-B,なし,109,100,1.0,30,予備,なし,,,2.0,,,,,,,,
1051.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-B,なし,110,100,1.0,30,CR制御盤,3.5,,,2.0,,,,,,,,
1052.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-B,なし,,100,1.0,30,大型ｼﾐｭﾚｰﾀｰ横ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
1053.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-B,なし,,100,1.0,30,架橋炉100V,なし,,,2.0,,,,,,,,
1054.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,,なし,ML-C,100/200,1.0,200,主幹,20,単相3線式､手が入らず測定不可,1.0,2.0,KM-NCT-225A,3900.0,1.0,3900.0,,,,
1055.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-C,なし,111,100,1.0,20,女子ﾄｲﾚｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
1056.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-C,なし,112,100,1.0,30,応用商品係室100Vｺﾝｾﾝﾄ1,3.5,,,2.0,,,,,,,,
1057.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-C,なし,113,100,1.0,20,男子ﾄｲﾚｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
1058.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-C,なし,114,100,1.0,30,応用商品係室100Vｺﾝｾﾝﾄ2,3.5,,,2.0,,,,,,,,
1059.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-C,なし,115,100,1.0,30,加工室3東側ﾘｰﾗｰｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
1060.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-C,なし,116,100,1.0,30,応用商品係室100Vｺﾝｾﾝﾄ3,3.5,,,2.0,,,,,,,,
1061.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-C,なし,117,100,1.0,30,加工室3西側ﾘｰﾗｰｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
1062.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-C,なし,118,100,1.0,30,応用商品係室100Vｺﾝｾﾝﾄ4,なし,,,2.0,,,,,,,,
1063.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-C,なし,119,100,1.0,30,予備,なし,,,2.0,,,,,,,,
1064.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-C,なし,120,100,1.0,30,予備,なし,,,2.0,,,,,,,,
1065.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-C,なし,,100,1.0,30,予備,なし,,,2.0,,,,,,,,
1066.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-C,なし,,100,1.0,30,予備,なし,,,2.0,,,,,,,,
1067.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,,なし,ML-D,100/200,1.0,150,主幹(LED事業部用),20,単相3線式､手が入らず測定不可,1.0,2.0,KM-NCT-225A,3900.0,1.0,3900.0,,,,
1068.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,121,100,1.0,30,LED通路側壁面埋め込み,4,,,2.0,,,,,,,,
1069.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,122,100,1.0,30,CS開発第1事務所ｺﾝｾﾝﾄ122,4,,,2.0,,,,,,,,
1070.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,123,100,1.0,30,LED通路側壁面埋め込み,4,,,2.0,,,,,,,,
1071.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,124,100,1.0,30,LED通路側壁面埋め込み,4,,,2.0,,,,,,,,
1072.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,125,100,1.0,30,CS開発第1事務所ｺﾝｾﾝﾄ125,3.5,,,2.0,,,,,,,,
1073.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,126,100,1.0,30,CS開発第1事務所ｺﾝｾﾝﾄ126,3.5,,,2.0,,,,,,,,
1074.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,127,100,1.0,30,北側壁面127ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
1075.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,128,100,1.0,30,北側壁面128ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
1076.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,129,100,1.0,30,ﾌﾟﾚﾋｰﾀｰ,3.5,,,2.0,,,,,,,,
1077.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,130,100,1.0,30,ﾌﾛｱｰｺﾝｾﾝﾄ2,OFF,OFF,,2.0,,,,,,,,
1078.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,131,100,1.0,30,ﾌﾛｱｰｺﾝｾﾝﾄ1,OFF,OFF,,2.0,,,,,,,,
1079.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,132,100,1.0,30,不明,OFF,OFF,,2.0,,,,,,,,
1080.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,,100,1.0,30,予備,なし,,,2.0,,,,,,,,
1081.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,,100,1.0,30,予備,なし,,,2.0,,,,,,,,
394.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,動力盤1M-1-1,1M-1,なし,,200,3.0,50,超音波洗浄機,5,,,3.0,,,,,,,,
395.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,動力盤1M-1-1,1M-1,なし,,200,3.0,100,なし,なし,OFF,,3.0,,,,,,,,
396.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,動力盤1M-1-1,1M-1,なし,,200,1.0,50,半自動印字機,5,,,2.0,,,,,,,,
397.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,動力盤1M-1-1,1M-1,なし,,200,3.0,50,ﾌﾞﾛｰﾄﾞﾋﾞｭｰﾚｰｻﾞｰﾏｰｷﾝｸﾞ,5,,,3.0,,,,,,,,
398.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,動力盤1M-1-1,1M-1,なし,,200,3.0,50,SKCﾚｰｻﾞｰ印字機,5,,,3.0,,,,,,,,
399.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,動力盤1M-1-1,1M-1,なし,,200,3.0,20,ﾊﾞﾌ研磨機,3,,,3.0,,,,,,,,
935.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,,動力盤A,SE-3 A盤,なし,MCCB1,200,3.0,150,主幹,15,,1.0,3.0,KM-NCT-225A,3900.0,2.0,7800.0,,,,
936.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,,動力盤A,SE-3 A盤,なし,MCCB1,200,3.0,125,SAACKE開発機,12.5,,,3.0,,,,,,,,
937.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,,動力盤A,SE-3 A盤,なし,MCCB2,200,3.0,15,ﾐｽﾄﾚｰｻｰ,3,,,3.0,,,,,,,,
938.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,,動力盤A,SE-3 A盤,なし,MCCB3,200,1.0,20,自動消火ｼｽﾃﾑ,3,,,2.0,,,,,,,,
110.0,3-3,1.0,ﾎﾙﾀﾞ加工室,ﾎﾙﾀﾞ,,動力盤B,M33-1H（左）,あり,1,200,3.0,225,NV5000α#1,15,,,3.0,,,,,,,,
111.0,3-3,1.0,ﾎﾙﾀﾞ加工室,ﾎﾙﾀﾞ,,動力盤B,M33-1H（左）,あり,2,200,3.0,225,NV5000α#2,15,,,3.0,,,,,,,,
112.0,3-3,1.0,ﾎﾙﾀﾞ加工室,ﾎﾙﾀﾞ,,動力盤B,M33-1H（左）,あり,3,200,3.0,20,NV5000α#1,4,,,3.0,,,,,,,,
113.0,3-3,1.0,ﾎﾙﾀﾞ加工室,ﾎﾙﾀﾞ,,動力盤B,M33-1H（左）,あり,4,200,3.0,20,NV5000α#2,4,,,3.0,,,,,,,,
114.0,3-3,1.0,ﾎﾙﾀﾞ加工室,ﾎﾙﾀﾞ,,動力盤B,M33-1H（左）,あり,,200,3.0,50,なし,4,OFF,,3.0,,,,,,,,
115.0,3-3,1.0,ﾎﾙﾀﾞ加工室,ﾎﾙﾀﾞ,,動力盤B,M33-1H（左）,あり,,200,3.0,15,なし,なし,OFF,,3.0,,,,,,,,
116.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,動力盤C,M33-1H（左）,あり,,200,3.0,250,なし,19,,,3.0,,,,,,,,
117.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,動力盤C,M33-1H（左）,あり,2,200,3.0,100,TSUNE切断機,11,,,3.0,,,,,,,,
118.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,動力盤C,M33-1H（左）,あり,,200,3.0,50,なし,5,OFF,,3.0,,,,,,,,
119.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,動力盤C,M33-1H（左）,あり,,200,3.0,20,なし,5,OFF,,3.0,,,,,,,,
120.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,動力盤C,M33-1H（左）,あり,,200,3.0,20,なし,4,OFF,,3.0,,,,,,,,
315.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,ﾎﾙﾀﾞ,,動力盤D,,なし,,200,3.0,350,主幹,22,,1.0,3.0,KM-NCT-400A,5200.0,2.0,10400.0,,,,
316.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,ﾎﾙﾀﾞ,,動力盤D,,なし,,200,1.0,30,南側単相200Vｺﾝｾﾝﾄ,4.4,,,2.0,,,,,,,,
317.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,ﾎﾙﾀﾞ,,動力盤D,,なし,,200,3.0,30,動力ｺﾝｾﾝﾄ1,5.2,,,3.0,,,,,,,,
579.0,3-3,2.0,ﾗｯﾌﾟ室,CBN,9~13,動力分電盤,M33-2F 75Aより,なし,,200,3.0,75,主幹,10,,1.0,3.0,KM-NCT-100A,3220.0,2.0,6440.0,,,,
580.0,3-3,2.0,ﾗｯﾌﾟ室,CBN,9~13,動力分電盤,M33-2F 75Aより,なし,,200,3.0,30,ﾗｯﾌﾟ,5,,,3.0,,,,,,,,
581.0,3-3,2.0,ﾗｯﾌﾟ室,CBN,9~13,動力分電盤,M33-2F 75Aより,なし,,200,3.0,30,なし,なし,,,3.0,,,,,,,,
582.0,3-3,2.0,ﾗｯﾌﾟ室,CBN,9~13,動力分電盤,M33-2F 75Aより,なし,,200,3.0,30,なし,なし,,,3.0,,,,,,,,
776.0,3-3,4.0,機械室,,,熱源制御盤,,,,200,3.0,600,主幹？,25,,1.0,3.0,KM-NCT-600A,5200.0,2.0,10400.0,,,,
98.0,3-3,1.0,ﾎﾙﾀﾞ回転加工室,ﾎﾙﾀﾞ,,排気ﾌｧﾝ操作盤,M33-1W,あり,,200,3.0,10,排気ﾌｧﾝ,3,,,3.0,,,,,,,,
577.0,3-3,2.0,ろう付室,CBN,9~13,排熱ﾀﾞｸﾄ盤,M33-2F,なし,,200,3.0,20,なし,3×2本,未使用？,,3.0,,,,,,,,
845.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,,盤名なし,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,,200,3.0,150,ｿﾘｯﾄﾞ工具加工室空調,15,,,3.0,,,,,,,,
846.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,,盤名なし,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,,200,1.0,30,ｿﾘｯﾄﾞ工具加工室空調,3.5,,,2.0,,,,,,,,
